c,#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners X Price,Owners,plus minus,Players,plus minus,Avg Playtime,Median Playtime
1,296,Mistfal,7/7/2016,$1.99,N/A (N/A),"$2,675","1,344","±1,315",672,±930,1:53:00,1:53:00
1,304,PostCollapse,10/13/2016,$6.99,N/A (N/A),"$9,395","1,344","±1,315","1,008","±1,139",4:36:00,5:35:00
1,343,MetaTron,12/19/2016,$16.99,N/A (N/A),"$22,835","1,344","±1,315","1,344","±1,315",7:55:00,13:00:00
1,427,Expect The Unexpected,12/8/2016,$9.99,N/A (N/A),"$13,427","1,344","±1,315","1,344","±1,315",2:55:00,3:36:00
1,323,e-River Cabin Journal,7/15/2016,$9.99,N/A (N/A),"$12,997","1,301","±1,801",650,"±1,273",5:29:00,5:29:00
1,454,UnderEarth,6/22/2016,$14.99,N/A (N/A),"$19,502","1,301","±1,801","1,301","±1,801",5:11:00,6:47:00
1,228,War Truck Simulator,6/17/2016,$5.99,N/A (N/A),"$6,853","1,144","±1,000",686,±774,1:26:00,1:26:00
1,253,Arctic alive,1/29/2016,$1.99,N/A (N/A),"$2,277","1,144","±1,000",915,±894,1:11:00,1:28:00
1,295,Squareface,9/11/2016,$8.99,N/A (N/A),"$10,285","1,144","±1,000",686,±774,4:25:00,4:25:00
,,,,,,,,,,,,
1,222,Ghost Sweeper,7/22/2016,$4.99,N/A (N/A),"$5,030","1,008","±1,139",336,±657,19:56:00,9:58:00
1,250,FreeHolder,7/5/2016,$9.99,N/A (N/A),"$10,070","1,008","±1,139","1,008","±1,139",5:42:00,8:27:00
1,413,Masha Rescues Grandma,12/23/2016,$3.99,N/A (N/A),"$4,022","1,008","±1,139",672,±930,2:01:00,2:01:00
1,278,1917 - The Alien Invasion,6/10/2016,$4.99,N/A (N/A),"$4,566",915,±894,686,±774,3:07:00,3:02:00
1,333,Hull BreacH,12/13/2016,$19.99,N/A (N/A),"$18,291",915,±894,915,±894,1:21:00,1:31:00
1,362,Crystal Cosmos,7/22/2016,$4.99,N/A (N/A),"$4,566",915,±894,457,±632,1:03:00,0:30:00
,,,,,,,,,,,,
1,268,The Other 99,8/25/2016,$14.99,N/A (N/A),"$10,283",686,±774,686,±774,0:25:00,0:25:00
1,314,ASRECorp,7/22/2016,$1.99,N/A (N/A),"$1,365",686,±774,686,±774,2:01:00,2:00:00
1,275,Campfire: One of Us Is the Killer,12/7/2016,$2.99,N/A (N/A),"$2,009",672,±930,336,±657,3:01:00,1:30:00
1,438,Final Days,10/3/2016,$4.99,N/A (N/A),"$3,353",672,±930,672,±930,8:41:00,8:40:00
1,202,Red Forest,11/16/2016,$4.99,N/A (N/A),"$3,244",650,"±1,273",650,"±1,273",0:03:00,0:03:00
1,243,Sunset Rangers,11/28/2016,$14.99,N/A (N/A),"$9,744",650,"±1,273",650,"±1,273",1:06:00,1:06:00
1,424,The Fifth Expedition,4/7/2016,$9.99,N/A (N/A),"$6,494",650,"±1,273",650,"±1,273",0:29:00,0:29:00
1,428,Lonelyland VR,11/9/2016,$14.99,N/A (N/A),"$9,744",650,"±1,273",650,"±1,273",0:20:00,0:20:00
