c,#,Game,Release date,Price,Score rank(Userscore / Metascore),Price X Owners,Owners,plus minus,Players,plus minus,Avg Playtime,Median Playtime
1,495,The Howler,4/21/2016,$1.99,49% (80%),"$840,679.48","422,452","±18,563","265,474","±14,718",3:05:00,2:51:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,542,Saviors,5/6/2016,$1.99,61% (85%),"$779,477.03","391,697","±17,875","237,282","±13,915",3:27:00,3:22:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,490,Godus,,Free,2% (30%),,"298,151","±15,597","270,813","±14,865",18:14,6:55
1,1261,Godus Wars,2/3/2016,$14.99,1% (19%),"$4,469,283.49","298,151","±15,597","25,202","±4,536",2:09:00,0:33:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,255,Flesh Eaters,5/3/2016,$1.99,45% (78%),"$551,669.79","277,221","±15,040","145,231","±10,888",2:54:00,2:36:00
,,,,,,,,,,,,
,,,,,,,,,,,,
1,860,Planet Explorers,11/8/2016,$24.99,35% (73%),"$6,853,032.69","274,231","±14,959","258,853","±14,534",13:24:00,3:20:00
,,,,,,,,,,,,
1,1131,Gnomoria,2/23/2016,$14.99,56% (83%),"$4,081,896.92","272,308","±14,906","223,827","±13,515",30:47:00,2:31:00
,,,,,,,,,,,,
1,723,Kingdom: New Lands,8/9/2016,$14.99,83% (92%),"$3,995,464.58","266,542","±14,748","162,958","±11,533",8:34:00,4:08:00
,,,,,,,,,,,,
1,72,Poly Bridge,7/12/2016,$11.99,77% (90%/73%),"$3,175,347.67","264,833","±14,700","255,222","±14,431",8:01:00,3:58:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,242,They Came From The Moon,1/6/2016,$0.79,17% (59%),"$197,576.63","250,097","±14,286","172,996","±11,883",4:31:00,4:29:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,12,ABZU,8/2/2016,$19.99,83% (92%/84%),"$4,875,620.97","243,903","±14,108","185,170","±12,293",2:29:00,1:40:00
,,,,,,,,,,,,
1,47,Reigns,8/11/2016,$2.99,83% (92%/77%),"$724,799.92","242,408","±14,065","223,186","±13,496",3:20:00,2:03:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,878,Heaven Island Life,4/21/2016,$0.49,N/A (N/A),"$115,640.49","236,001","±13,878","150,784","±11,094",3:33:00,3:29:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,888,Sheltered,3/15/2016,$14.99,49% (80%),"$3,444,806.93","229,807","±13,694","169,792","±11,772",11:16:00,4:25:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,341,Gun Rocket,5/2/2016,$0.49,37% (74%),"$108,314.50","221,050","±13,431","142,241","±10,775",5:10:00,3:31:00
1,134,Five Nights at Freddy's: Sister Location,10/7/2016,$7.99,87% (93%/62%),"$1,728,652.48","216,352","±13,288","152,920","±11,172",5:13:00,2:01:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,1139,Rage Parking Simulator 2016,3/3/2016,$3.99,11% (52%),"$794,217.48","199,052","±12,746","149,289","±11,039",4:20:00,4:29:00
,,,,,,,,,,,,
,,,,,,,,,,,,
1,39,Offworld Trading Company,4/28/2016,$39.99,41% (76%/79%),"$7,823,443.65","195,635","±12,636","177,908","±12,050",8:37:00,4:22:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,68,Turmoil,6/2/2016,$9.99,73% (89%/73%),"$1,830,647.52","183,248","±12,229","178,335","±12,065",8:27:00,5:15:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,1144,The Chosen RPG,2/4/2016,$1.99,29% (69%),"$356,588.10","179,190","±12,093","100,167","±9,043",3:46:00,3:28:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,1045,This Is the Police,8/2/2016,$14.99,70% (88%),"$2,452,349.01","163,599","±11,555","148,435","±11,007",10:04:00,6:04:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,1004,Sins Of The Demon,5/13/2016,$1.99,64% (86%),"$306,436.12","153,988","±11,211","79,450","±8,054",3:43:00,3:15:00
,,,,,,,,,,,,
1,949,My Summer Car,10/24/2016,$14.99,77% (90%),"$2,292,270.80","152,920","±11,172","150,571","±11,086",15:41:00,7:42:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,729,HunieCam Studio,4/4/2016,$6.99,49% (80%),"$1,027,110.60","146,940","±10,952","135,193","±10,505",10:05:00,4:46:00
,,,,,,,,,,,,
1,48,Beholder,11/9/2016,$9.99,83% (92%/77%),"$1,425,253.32","142,668","±10,791","123,019","±10,021",5:04:00,3:24:00
,,,,,,,,,,,,
,,,,,,,,,,,,
1,1265,Yellow: The Yellow Artifact,6/7/2016,$0.99,N/A (N/A),"$138,281.22","139,678","±10,678","97,817","±8,936",3:38:00,3:27:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,1237,Vengeance Road,6/17/2016,$1.99,39% (75%),"$255,434.41","128,359","±10,236","64,713","±7,268",2:47:00,3:03:00
,204,Kenshi,,$19.99,61% (85%),,"127,718","±10,210","118,961","±9,854",27:06:00,6:09
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,1,Out of the Park Baseball 17,3/22/2016,$19.99,80% (91%/92%),"$2,501,848.45","125,155","±10,107","46,987","±6,194",64:46:00,4:27:00
1,1028,Fantastic Contraption,4/5/2016,$29.99,N/A (N/A),"$3,747,010.58","124,942","±10,099","80,731","±8,118",1:10:00,0:26:00
1,84,Transport Fever,11/8/2016,$34.99,39% (75%/71%),"$4,364,232.72","124,728","±10,090","120,029","±9,898",37:51:00,19:56:00
1,127,ADR1FT,3/28/2016,$19.99,18% (60%/64%),"$2,493,312.72","124,728","±10,090","51,685","±6,496",1:24:00,0:35:00
,,,,,,,,,,,,
1,982,HomeBehind,6/2/2016,$5.99,77% (90%),"$738,165.67","123,233","±10,030","117,680","±9,801",13:52:00,9:03:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,805,Invasion: Brain Craving,6/22/2016,$0.99,7% (45%),"$116,291.34","117,466","±9,792","73,470","±7,745",3:40:00,3:33:00
1,233,Plantera,1/28/2016,$2.99,70% (88%),"$350,586.47","117,253","±9,783","82,440","±8,204",12:32:00,3:15:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,875,Spaceport Hope,4/15/2016,$1.99,52% (81%),"$229,508.69","115,331","±9,703","69,412","±7,528",3:22:00,3:11:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,827,State of Anarchy,4/27/2016,$1.99,67% (87%),"$220,583.54","110,846","±9,512","64,286","±7,244",3:21:00,3:29:00
1,877,VA-11 HALL-A,6/21/2016,$14.99,99% (98%),"$1,655,165.82","110,418","±9,494","71,548","±7,643",7:38:00,3:44:00
1,119,Oh...Sir! The Insult Simulator,10/25/2016,$1.49,93% (95%/66%),"$164,205.45","110,205","±9,485","94,187","±8,769",2:51:00,1:35:00
,,,,,,,,,,,,
1,101,The Solus Project,6/7/2016,$19.99,52% (81%/68%),"$2,194,462.22","109,778","±9,466","85,644","±8,362",5:00:00,1:19:00
,,,,,,,,,,,,
1,27,Overcooked,8/3/2016,$16.99,87% (93%/81%),"$1,843,347.04","108,496","±9,411","100,380","±9,052",5:31:00,3:16:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,436,Squirbs,1/6/2016,$4.99,25% (66%),"$520,082.75","104,225","±9,224","69,198","±7,516",2:58:00,3:08:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,749,Shoppe Keep,5/20/2016,$9.99,49% (80%),"$1,004,934.06","100,594","±9,062","95,895","±8,848",6:15:00,3:40:00
,,,,,,,,,,,,
1,1160,Aircraft War X,8/5/2016,$2.99,17% (59%),"$292,472.83","97,817","±8,936","76,246","±7,890",3:24:00,3:10:00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,96,Ashes of the Singularity,3/31/2016,$19.99,23% (65%/69%),"$1,908,405.32","95,468","±8,828","83,081","±8,235",8:07:00,2:34:00
,,,,,,,,,,,,
